Story ID,Prediction,Rationale
80,0,"[Claim]: At ten he began learning tactics, spear-craft and jungle tracking from his father; at twelve he pinned a sounder of wild boar with one spear and was proclaimed “Junior Champion.” That same year pirate raiders killed his father, and the paramount chief made the boy a “Junior Warrior” charged with patrolling the island. | [Evidence]: ""d by means of unnatural strength supplied by powerful excitement. But the most fearful spectacle was Noirtier being pushed towards the bed, his face e..."" | [Analysis]: Evidence used for NLI check."
28,0,"[Claim]: The mate of the merchant Emerald Bird took him on and taught him navigation; off the Cape the captain pocketed the cargo-insurance money and framed the mate, forcing Ayrton to give false testimony and first taste “legalised plunder.” | [Evidence]: ""itude of the perils they had just escaped.  One important point remained to be settled. On what part of the coast had the Duncan been cast by the stor..."" | [Analysis]: Evidence used for NLI check."
101,1,"[Claim]: At eighteen he joined a radical republican cell, speaking in cafés and back-room meetings for the revolutionary cause. | [Evidence]: ""the guillotine, the other elevates the people to a level with the throne. Observe,” said Villefort, smiling, “I do not mean to deny that both these me..."" | [Analysis]: Evidence used for NLI check."
91,0,"[Claim]: Working directly for Fouché, he organised the assassination of royalist deputies while posing as a Ministry of Justice official; the arsenic phial still lies in a hidden drawer of his study desk. | [Evidence]: ""t by Mercédès, sent it to Danglars, with an intimation that he should probably do himself the honor of joining the baroness and her daughter during th..."" | [Analysis]: Evidence used for NLI check."
24,1,"[Claim]: He proposed a South-American trade route to the naval board, was transferred to London and recommended for a berth on Captain Grant’s new ship Brittany. | [Evidence]: ""at Benedetto should accompany me.  “I hoped that the active and laborious life of a smuggler, with the severe discipline on board, would have a saluta..."" | [Analysis]: Evidence used for NLI check."
119,0,"[Claim]: First confined in Fenestrella Fortress, he scratched “On Ancient Mediterranean Routes” into limestone with a nail; the warden later plagiarised the essay. | [Evidence]: "" care if I am?’”  “Andrea, he has some secretaire with a spring.”  “How do you know?”  “Yes, which catches the thief in a trap and plays a tune. I was..."" | [Analysis]: Evidence used for NLI check."
93,0,"[Claim]: He secretly raised the “Southern Army” in Marseille for Napoleon but left traceable evidence—copies of the ciphered letters hidden inside oak barrels in his own vineyard, later unearthed by Villefort. | [Evidence]: ""efort towards his own relations, I ought to have denounced him to the authorities; then I should not have been an accomplice to thy death, as I now am..."" | [Analysis]: Evidence used for NLI check."
72,0,"[Claim]: He trained twelve English-speaking youths as spies, sent them into Auckland; two became servants who secretly watched Glenarvan. | [Evidence]: ""pebble and was sure that it was in itself so interesting as a mineralogical specimen that he must treasure it up for the Bank of France, so that his o..."" | [Analysis]: Evidence used for NLI check."
16,0,"[Claim]: Born in Calcutta to a British merchant family, his father kept the accounts for the East India Company and his mother was a French nurse. | [Evidence]: ""al Institute of the East Indies, who, after passing twenty years of his life in studying geography, designs now to enter upon a roving life, and is di..."" | [Analysis]: Evidence used for NLI check."
30,0,"[Claim]: He joined the Indian-Ocean pirate crew Black Tide and, thanks to his sailing skill, became second mate within three years; while looting an East-Indiaman he found among the prisoners the colonial officer who had framed his father and personally cut the man’s throat, earning the pirate nickname “Blood Raven.” | [Evidence]: ""You do not know what may happen, and it is always best to have the means of defense in your reach.  Captain Mangles, we must say, understood his busin..."" | [Analysis]: Evidence used for NLI check."
97,1,"[Claim]: **Poison Mastery**: Knowledge gathered while experimenting on prisoners let him recognise Barrois’ symptoms instantly (Book II of the original novel). | [Evidence]: ""n a slate, and thus learn to write. The same evening, when the flock was safe at the farm, the little Luigi hastened to the smith at Palestrina, took ..."" | [Analysis]: Evidence used for NLI check."
22,1,"[Claim]: He secretly helped anti-colonial groups ferry medicine and supplies to civilians, adopted the creed of “quiet chivalry for the weak,” and came into possession of Spanish-American rebel correspondence that sharpened his knowledge of Southern-Hemisphere geography. | [Evidence]: ""s, who, if they were not astonished at walking in the shade of the trees of their country, wondered, at least, at the sight of the birds that fluttere..."" | [Analysis]: Evidence used for NLI check."
53,0,"[Claim]: While gentling Thaouka they plunged off a cliff; badly hurt, he chewed herbs to staunch the bleeding and survived, forging with the horse a bond deeper than master and beast. | [Evidence]: ""eart has ever experienced such an emotion.  They therefore kept on, and by use of whip and spur the horses were induced to continue their journey, but..."" | [Analysis]: Evidence used for NLI check."
58,0,"[Claim]: The mission priest taught him Quechua, Spanish and French, showed him European maps, the stars and the arithmetic of navigation. | [Evidence]: ""“Go on, Signor Pastrini,” continued Franz, smiling at his friend’s susceptibility. “To what class of society does he belong?”  “He was a shepherd-boy ..."" | [Analysis]: Evidence used for NLI check."
81,0,"[Claim]: When he was fourteen a whaling crew coveted the island’s spring and set fire to threaten the village; as squad leader he slipped aboard at night, smashed their launches and drove them off. | [Evidence]: ""Porto-Vecchio. With it was effaced the last trace of the preceding night; and then supper, Sinbad, hashish, statues,—all became a dream for Franz.  Th..."" | [Analysis]: Evidence used for NLI check."
47,0,"[Claim]: Colonists killed his father for refusing to reveal migration routes, and the thirteen-year-old fled alone, carrying his father’s silver horse-gear. | [Evidence]: ""ye to the crack between the boards; I luckily found a small opening which afforded me a view of the apartment and what was passing within. ‘What do yo..."" | [Analysis]: Evidence used for NLI check."
7,0,"[Claim]: Leading a scientific party he insisted on travelling light, leaving the team short of supplies; he watched three members die of malaria and thereafter kept a bulging backpack wherever he went. | [Evidence]: ""r’s?”  Franz silently assented; and the following afternoon, at half-past five o’clock, the young men parted. Albert de Morcerf to return to Paris, an..."" | [Analysis]: Evidence used for NLI check."
121,0,"[Claim]: Aboard the prison transport he met Edmond Dantès’ father, heard tales of the merchant Pharaon and thus gained the first thread that later let him recognise the young sailor. | [Evidence]: ""t of seeing her fortune increased to half a million at her father’s death. These considerations naturally gave Villefort a feeling of such complete fe..."" | [Analysis]: Evidence used for NLI check."
129,0,"[Claim]: He learnt to carve fish-bone pen-nibs from an old Macao watchmaker, letting him pursue scholarship without proper tools. | [Evidence]: ""fact, a vast herd had perished in this bog, which had given way beneath them. Hundreds of cattle had thus met their death, side by side, by suffocatio..."" | [Analysis]: Evidence used for NLI check."
51,0,"[Claim]: Horse-thieves attacked; the old shepherd died shielding Thalcave, and with his last breath begged the youth to “stand between civilisation and the wild.” | [Evidence]: ""ès, who was watching the anchoring of his vessel, “it seems to me that a sailor needs not be so old as you say, Danglars, to understand his business, ..."" | [Analysis]: Evidence used for NLI check."
127,0,"[Claim]: During twenty years in one cell he kept his wits by calculating Mediterranean tides, an exercise that later let him predict guards’ rounds in the original story. | [Evidence]: ""mblingly to fetch another, without giving himself the trouble to remove the fragments of the broken one. He returned speedily, advised the prisoner to..."" | [Analysis]: Evidence used for NLI check."
133,0,"[Claim]: University lectures on Enlightenment science convinced him that religion and reason could be fused into one worldview. | [Evidence]: ""amount of activity, pushed the stone into place with his foot, and covered it with a mat in order the more effectually to avoid discovery.  It was the..."" | [Analysis]: Evidence used for NLI check."
52,0,"[Claim]: On the Patagonian frontier he trapped a wary black stallion named Thaouka and spent three months taming it with ancient Tehuelche methods. | [Evidence]: ""ay.  “I think not,” replied Château-Renaud.  “Major Bartolomeo Cavalcanti and Count Andrea Cavalcanti,” announced Baptistin.  A black satin stock, fre..."" | [Analysis]: Evidence used for NLI check."
114,0,"[Claim]: At twelve he entered Bologna University, read theology and chemistry, and caused a stir by decoding ciphers in a fifteenth-century alchemist’s notebook. | [Evidence]: ""t of seeing her fortune increased to half a million at her father’s death. These considerations naturally gave Villefort a feeling of such complete fe..."" | [Analysis]: Evidence used for NLI check."
2,1,"[Claim]: Caught secretly studying Latin in the church school, he was made to stand as punishment, yet the episode let him befriend a Spanish-speaking caretaker and pick up basic Spanish while helping the man compose letters. | [Evidence]: ""d trampled under foot, he fell back, doubled up in one last convulsion, and became as rigid as a corpse.  Edmond waited till life seemed extinct in th..."" | [Analysis]: Evidence used for NLI check."
33,1,"[Claim]: He volunteered for Captain Grant’s crew chiefly to spy on the colonisation schemes backed by Scottish nobles. | [Evidence]: ""hour for tomorrow, and my cashier shall call on you with a check for eighty thousand francs.”  “At ten o’clock then, if you please; I should like it e..."" | [Analysis]: Evidence used for NLI check."
15,0,"[Claim]: Calm before cannibals: his Amazon years taught him to gauge a tribe’s degree of civilization by studying the bone ornaments they wore. | [Evidence]: ""rse of gold.  “Cucumetto was a cunning fiend, and had assumed the form of a brigand instead of a serpent, and this look from Teresa showed to him that..."" | [Analysis]: Evidence used for NLI check."
82,0,"[Claim]: Captured at sixteen, he gnawed fish-bones to stay alive during months of imprisonment; on escape he inspired fellow captives by chewing burnt bone ash, then sneaked into a British merchant’s cabin, stole torn pages of an English dictionary and pieced together enough words for rough conversation. | [Evidence]: ""dous clap of thunder, accompanied by a flash of lightning so vivid, that it quite eclipsed the light of the lamp.  20307m    “‘See here,’ exclaimed Ca..."" | [Analysis]: Evidence used for NLI check."
37,0,"[Claim]: Tom Ayrton was born near Exeter to a fisherman father, retired naval petty-officer James Ayrton; his mother died young and he was reared by his elder brother Benjamin, learning tides and wind signs on fishing trips while secretly studying the Nautical Almanac and dreaming of “conquering the seas.” | [Evidence]: "" the maintop could be easily withdrawn. Out of this platform Captain Mangles designed to make a raft. He supported it by means of empty casks, and ren..."" | [Analysis]: Evidence used for NLI check."
3,0,"[Claim]: After his mother died he quarrelled with his father and left home, carrying the Polynesian nautical charts she had bequeathed to him. | [Evidence]: ""nce of the young man, she understood by his silence and trembling voice that something strange was passing within him. She herself was not exempt from..."" | [Analysis]: Evidence used for NLI check."
103,0,"[Claim]: As Napoleon climbed toward dictatorship Noirtier distanced himself from former comrades and grew wary of power’s corruption. | [Evidence]: ""rampart without ladders or cramping-irons. Fortunately, the captain discovered a breach half a mile southward, caused by a partial crumbling of the cl..."" | [Analysis]: Evidence used for NLI check."
94,1,"[Claim]: To treat worsening hand tremors he allowed his private doctor to test a new sedative on political prisoners; the secret gave him leverage over enemies even after paralysis set in. | [Evidence]: ""y known to himself, the names of all those who, either in his political career, in money matters, at the bar, or in his mysterious love affairs, had b..."" | [Analysis]: Evidence used for NLI check."
85,0,"[Claim]: Hearing that foreigners sought the missing captain’s daughter and would pay richly for her return, he volunteered to lead the pursuit. | [Evidence]: ""“Go on, Signor Pastrini,” continued Franz, smiling at his friend’s susceptibility. “To what class of society does he belong?”  “He was a shepherd-boy ..."" | [Analysis]: Evidence used for NLI check."
21,0,"[Claim]: The Royal Navy frigate HMS Austin, bound for Australia and New Zealand under Lieutenant Grant, quietly promoted the sympathetic young sailor to ship’s assistant. | [Evidence]: ""You do not know what may happen, and it is always best to have the means of defense in your reach.  Captain Mangles, we must say, understood his busin..."" | [Analysis]: Evidence used for NLI check."
49,0,"[Claim]: For two years he lived solo in the Andean border wilds, tempering an ice-cold nerve by trailing pumas and dodging bandits. | [Evidence]: ""of my life. I gratify my wishes by two means—my will and my money. I take as much interest in the pursuit of some whim as you do, M. Danglars, in prom..."" | [Analysis]: Evidence used for NLI check."
140,1,"[Claim]: Friendships forged in secret cells and exile sustained him through the long years of imprisonment and seclusion. | [Evidence]: ""ersonage, and his receiving, in place of the packet brought, a letter addressed to a Monsieur Noirtier—his arrival at Marseilles, and interview with h..."" | [Analysis]: Evidence used for NLI check."
64,0,"[Claim]: South-latitude incident: off the Chilean coast he ferried water and provisions to a burning barque and fished a sailor from the sea during a squall. | [Evidence]: ""ès, who was watching the anchoring of his vessel, “it seems to me that a sailor needs not be so old as you say, Danglars, to understand his business, ..."" | [Analysis]: Evidence used for NLI check."
131,0,"[Claim]: Born in 1760 to a declining Italian noble house, he devoured the family library and startled tutors with his memory. | [Evidence]: ""him happy.’”  “Yes, indeed but one!” said the major with a sigh.  “‘Which is to recover a lost and adored son.’”  “A lost and adored son!”  “‘Stolen a..."" | [Analysis]: Evidence used for NLI check."
61,0,"[Claim]: Slave-raiders seized his little sister Nawee; too young to save her, he swore ever after to help anyone in distress. | [Evidence]: "" would be to die in my father’s stead; that would save us all.”  “Your mother would die of grief.”  “My poor mother!” said Albert, passing his hand ac..."" | [Analysis]: Evidence used for NLI check."
86,0,"[Claim]: At first Glenarvan found him haughty and cold, yet observed that the man valued life and kept his word; though words were few, a fragile trust grew between them during their stand-off. | [Evidence]: ""hey had not seen him for two days. Signor Pastrini informed them that business had called him to Civita Vecchia. He had started the previous evening, ..."" | [Analysis]: Evidence used for NLI check."
38,0,"[Claim]: His quick temper and refusal to accept unjust punishment led to repeated discipline and growing disillusion; during a storm on a convoy run he insisted on saving people but was reprimanded for “disrupting military order.” | [Evidence]: "",—a grain of sand, a straw, or a breath of air that annoyed him, led to paroxysms of fury. Then the letter that Villefort had showed to him recurred t..."" | [Analysis]: Evidence used for NLI check."
132,0,"[Claim]: By eighteen he was a star student at Rome University, fluent in several languages and already publishing notes on history and natural philosophy. | [Evidence]: ""ou.”  “Silence, then!” said Gaetano.  Everyone obeyed. For a man who, like Franz, viewed his position in its true light, it was a grave one. He was al..."" | [Analysis]: Evidence used for NLI check."
77,0,"[Claim]: As a boy he was rescued by British biologist Wallace, who left behind a bird-of-paradise picture book that, twenty years later, convinced him Glenarvan was linked to the naturalist. | [Evidence]: ""mbarium, were to be seen twenty brigands or more, each having his carbine within reach. At the other end, silent, scarcely visible, and like a shadow,..."" | [Analysis]: Evidence used for NLI check."
70,0,"[Claim]: At twenty-two he earned the chieftainship by surviving seven days and nights alone on the crater’s rim, bringing back a sulphur-crusted sacred stone; the same year he married white princess Julia of the west-coast tribe, executed her with an obsidian knife when he found her passing information to British missionaries and thereafter banned any white marriage. | [Evidence]: ""es; when I am dead, place a pistol in my right hand, and leave me without burial."" His forebodings were realized, and the next morning he died. King, ..."" | [Analysis]: Evidence used for NLI check."
115,0,"[Claim]: As a Jesuit novice he was sent to Goa, secretly read the old Indian medical text Charaka Samhita and laid the groundwork for his later toxicology expertise. | [Evidence]: "" distant. The postilions stopped not far from the light that guarded the entrance to the harbor. Several ships were anchored in the roadstead, but non..."" | [Analysis]: Evidence used for NLI check."
78,0,"[Claim]: At five he saw her assassinated in inter-tribal strife; to stop further unrest his father ordered the murderer’s entire clan executed, and the child never forgot the sound of flesh stripped from bone. | [Evidence]: "" It was just five o’clock in the morning when a slight noise like a stifled sigh reached his ear. He turned his head, looked around him, and saw no on..."" | [Analysis]: Evidence used for NLI check."
87,0,"[Claim]: **Family Trauma**: His father was guillotined in 1792 for hiding exiled aristocrats; watching the blade fall left him with chronic hand tremors and lifelong revulsion for the old regime. | [Evidence]: ""ajor, greatly puzzled.  ""Yes, Mr. MacNabb,"" replied Austin. ""I will soon bring it.""  He accordingly repaired to his own cabin. While he was gone, they..."" | [Analysis]: Evidence used for NLI check."
75,0,"[Claim]: He had an extraordinary memory for geographical knowledge, and could determine the location of shipwrecks by observing tidal changes. | [Evidence]: "", and the honorable instinctively despised him. He was, in fact, in the unhappy position of the victim marked for sacrifice; the finger of God once po..."" | [Analysis]: Evidence used for NLI check."
44,1,"[Claim]: Solitude brought pride and remorse to the surface; again and again his diary confessed both self-loathing for the betrayal and relief that no one knew the truth. | [Evidence]: "" judge, and he the accused.  “The young man you speak of,” said Villefort abruptly, “is a great criminal, and I can do nothing for him, mademoiselle.”..."" | [Analysis]: Evidence used for NLI check."
